OGG,gene_Mphar,gene_Amel,gene_Dmel_FLYBASE,uniprot
EOG8SFBSN,LOC105840708,LOC551461,FBpp0290537,CG32305
EOG8NKDHS,LOC105829017,LOC412816,FBpp0078007,LD23667p
EOG84J45R,LOC105829015,LOC551337,FBpp0086485,Flotillin-1
EOG8ZW70Q,LOC105829013,LOC551293,FBpp0072646,"CG7974, isoform A"
EOG8THXDS,LOC105836303,LOC100577763,FBpp0071744,GM01751p
EOG8FXSVD,LOC105840914,LOC551179,FBpp0074694,  
EOG8X995H,LOC105836293,LOC409163,FBpp0088037,CG12164
EOG8X995H,LOC105836293,LOC409163,FBpp0289779,CG15615
EOG8THXFN,LOC105828528,LOC409162,FBpp0072505,CG3344
EOG8THXFN,LOC105828528,LOC409162,FBpp0080367,"CG31821, isoform A"
EOG8THXFN,LOC105828528,LOC409162,FBpp0080368,CG31823
EOG8THXFN,LOC105828528,LOC409162,FBpp0072504,LP20617p
EOG8D28CH,LOC105828526,LOC726400,FBpp0073048,Fork head domain-containing protein FD2
EOG851GC7,LOC105828530,LOC411696,FBpp0078685,"GDP-mannose 4,6 dehydratase (4.2.1.47)"
EOG8NZWGG,LOC105832142,LOC411695,FBpp0075119,Proteasome subunit beta type-1 (3.4.25.1)
EOG8961FK,LOC105832143,LOC550875,FBpp0303170,"Multiprotein bridging factor 1, isoform E"
EOG8QRJR7,LOC105832145,LOC411908,FBpp0073085,CG1309
EOG8MGTW1,LOC105832144,LOC411909,FBpp0080775,Ran GTPase-activating protein
EOG8RNCWG,LOC105832285,LOC411196,FBpp0271870,FI11563p
EOG8FR2D1,LOC105832281,LOC724223,FBpp0083931,Tuberous sclerosis gene product-1 homolog
EOG84TQVM,LOC105828844,LOC408911,FBpp0076802,Ubiquitin carboxyl-terminal hydrolase 64E (3.4.19.12)
EOG8BRZ6R,LOC105831634,LOC408910,FBpp0304371,"CG13293, isoform C"
EOG86MD6F,LOC105838874,LOC551804,FBpp0076762,DNA-binding protein D-ETS-3
EOG86MD6F,LOC105838874,LOC551804,FBpp0077739,DNA-binding protein D-ETS-6
EOG8Q5B9H,LOC105830888,LOC411194,FBpp0082507,MAU2 chromatid cohesion factor homolog
EOG88PP7M,LOC105830893,LOC408909,FBpp0073950,"CG9172, isoform A"
EOG88PP7M,LOC105830893,LOC408909,FBpp0084806,CG2014
EOG866X77,LOC105832719,LOC408908,FBpp0080263,Anoctamin
EOG87PZTT,LOC105832720,LOC724569,FBpp0085795,CG15080
EOG8VQC9B,LOC105837722,LOC408906,FBpp0303039,"Multiple C2 domain and transmembrane region protein, isoform A"
EOG8Z0CTN,LOC105840707,LOC408905,FBpp0310376,RE28759p
EOG87M3K3,LOC105840706,LOC408904,FBpp0080659,Sterol carrier protein x
EOG87M3K3,LOC105840706,LOC408904,FBpp0080666,"CG17597, isoform A"
EOG85B32B,LOC105840702,LOC724706,FBpp0304605,"CG18304, isoform B"
EOG8R25HC,LOC105832193,LOC408903,FBpp0301048,"CG42784, isoform F"
EOG8CC5PN,LOC105839633,LOC411191,FBpp0075838,"CG7339, isoform A"
EOG8CVHV3,LOC105836311,LOC408902,FBpp0075864,RH06780p
EOG8D54KH,LOC105832029,LOC408900,FBpp0072602,Tyrosine-protein phosphatase non-receptor type 61F (3.1.3.48)
EOG8DZ3H3,LOC105830812,LOC411188,FBpp0076716,L-lactate dehydrogenase (1.1.1.27)
EOG8XWHKG,LOC105838171,LOC414015,FBpp0297920,"Abelson interacting protein, isoform A"
EOG86MD73,LOC105836429,LOC409397,FBpp0081185,GM04682p
EOG8TQP09,LOC105837189,LOC724264,FBpp0070370,"CG3621, isoform A"
EOG8TQP09,LOC105837189,LOC724264,FBpp0078167,AT13913p
EOG8FR2CC,LOC105837191,LOC551182,FBpp0303977,"Phosphatidylinositol 4-kinase III alpha, isoform D"
EOG82JQDM,LOC105837192,LOC100578259,FBpp0083372,CG31223
EOG8HHQP5,LOC105835235,LOC411905,FBpp0083452,GH20986p
EOG8K3NH5,LOC105835233,LOC413814,FBpp0085716,Transcription elongation factor SPT5
EOG87WQ8P,LOC105828142,LOC413616,FBpp0079568,dRor (2.7.10.1)
EOG81NW77,LOC105833729,LOC409692,FBpp0084826,Kuzbanian-like
EOG85QK3K,LOC105839760,LOC100576381,FBpp0081449,Mst85C
EOG8M6749,LOC105830655,LOC411959,FBpp0307371,"CG3523, isoform C"
EOG8M6749,LOC105830655,LOC411959,FBpp0297101,CG17374
EOG8M6749,LOC105830655,LOC411959,FBpp0307370,"V(2)k05816, isoform B"
EOG8M6749,LOC105840192,LOC411959,FBpp0307371,"CG3523, isoform C"
EOG8M6749,LOC105840192,LOC411959,FBpp0297101,CG17374
EOG8M6749,LOC105840192,LOC411959,FBpp0307370,"V(2)k05816, isoform B"
EOG8M6749,LOC105840656,LOC411959,FBpp0307371,"CG3523, isoform C"
EOG8M6749,LOC105840656,LOC411959,FBpp0297101,CG17374
EOG8M6749,LOC105840656,LOC411959,FBpp0307370,"V(2)k05816, isoform B"
EOG8M6749,LOC105831114,LOC411959,FBpp0307371,"CG3523, isoform C"
EOG8M6749,LOC105831114,LOC411959,FBpp0297101,CG17374
EOG8M6749,LOC105831114,LOC411959,FBpp0307370,"V(2)k05816, isoform B"
EOG8M6749,LOC105839757,LOC411959,FBpp0307371,"CG3523, isoform C"
EOG8M6749,LOC105839757,LOC411959,FBpp0297101,CG17374
EOG8M6749,LOC105839757,LOC411959,FBpp0307370,"V(2)k05816, isoform B"
EOG8NGJ8K,LOC105840066,LOC411239,FBpp0084875,Conserved oligomeric Golgi complex subunit 7
EOG8VQCB8,LOC105839200,LOC100576326,FBpp0079653,SD23103p
EOG8VQCB8,LOC105839200,LOC100576326,FBpp0087784,CG8738
EOG8VQCB8,LOC105839200,LOC100576326,FBpp0112536,"CG40160, isoform A"
EOG85MPVH,LOC105837156,LOC724630,FBpp0080917,CG2611
EOG870W4T,LOC105834065,LOC413002,FBpp0077076,"CG15628, isoform A"
EOG8N062T,LOC105837396,LOC411238,FBpp0072101,CHIP
EOG8NP8R3,LOC105833449,LOC409169,FBpp0071600,LD40776p
EOG8N5XHJ,LOC105828730,LOC411961,FBpp0309265,SD03277p
EOG8P8H4T,LOC105832381,LOC725908,FBpp0271875,"CG7504, isoform B"
EOG85X9JJ,LOC105840610,LOC100577680,FBpp0072933,CG14961
EOG8B2VMQ,LOC105840611,LOC725973,FBpp0289673,CG14397
EOG8B2VMQ,LOC105840611,LOC725973,FBpp0076245,"CG13314, isoform A"
EOG8XSNB9,LOC105828742,LOC552768,FBpp0071138,  
EOG84BCPK,LOC105829312,LOC551835,FBpp0310803,CTP synthase (6.3.4.2)
EOG8N061T,LOC105832358,LOC551807,FBpp0075730,Neurexin-4
EOG8QVDZW,LOC105840781,LOC409463,FBpp0076513,CG14838
EOG82Z6C3,LOC105834463,LOC552710,FBpp0289202,Asparagine synthetase domain-containing protein CG17486
EOG8F7Q76,LOC105838893,LOC107964895,FBpp0084307,S-adenosylmethionine mitochondrial carrier protein homolog
EOG8R25GH,LOC105838892,LOC552717,FBpp0084585,CG5590
EOG82JQCX,LOC105840077,LOC409059,FBpp0079203,LD29542p
EOG80ZSJH,LOC105838773,LOC409565,FBpp0074557,"CG12531, isoform B"
EOG8CVHVW,LOC105830750,LOC410169,FBpp0082352,Twinfilin
EOG8M675P,LOC105829330,LOC725764,FBpp0077936,LD20358p
EOG8FJ9XV,LOC105834623,LOC551983,FBpp0077363,Thymidylate synthase (2.1.1.45)
EOG8NKDJ9,LOC105830283,LOC100576300,FBpp0070574,Circadianly regulated protein
EOG8NKDJ9,LOC105830283,LOC100576300,FBpp0307179,Fork head domain 3F
EOG85QK32,LOC105830286,LOC725669,FBpp0078032,CG7172
EOG8VT7KJ,LOC105829372,LOC409326,FBpp0079500,40S ribosomal protein S2
EOG8VT7KJ,LOC105829372,LOC409326,FBpp0255258,Similar to Drosophila melanogaster sop
EOG8VT7KJ,LOC105830285,LOC409326,FBpp0079500,40S ribosomal protein S2
EOG8VT7KJ,LOC105830285,LOC409326,FBpp0255258,Similar to Drosophila melanogaster sop
EOG8C5F62,LOC105834617,LOC412041,FBpp0083054,AT25266p
EOG8Z382F,LOC105834628,LOC727015,FBpp0087616,CG30338
EOG8MPKCJ,LOC105834629,LOC413293,FBpp0086107,Anaphase-promoting complex subunit 10
EOG8283NK,LOC105835513,LOC727030,FBpp0071938,BcDNA.GH04637
EOG86Q8DQ,LOC105829912,LOC552528,FBpp0084803,Calnexin
EOG86Q8DQ,LOC105829912,LOC552528,FBpp0073467,CG1924
EOG86Q8DQ,LOC105829912,LOC552528,FBpp0074074,Calnexin 14D
EOG8WQ2PK,LOC105836632,LOC552550,FBpp0309300,"Mei-P26, isoform C"
EOG86HJ03,LOC105835509,LOC411841,FBpp0071252,Synembryn
EOG8322KW,LOC105836624,LOC726572,FBpp0297617,"CG1504, isoform B"
EOG8CC5P1,LOC105836625,LOC551866,FBpp0077859,GM13757p
EOG84BCPZ,LOC105830498,LOC551841,FBpp0070931,Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl glucosyltransferase (2.4.1.265)
EOG8FN64X,LOC105830048,LOC410106,FBpp0073763,CG14411
EOG8M93DN,LOC105840578,LOC726504,FBpp0078279,UPF0609 protein CG1218
EOG82Z6BX,LOC105831741,LOC410105,FBpp0085571,"Alpha1,3-mannose beta1,2-N-acetylglucosaminyltransferase 1"
EOG83BPBJ,LOC105831743,LOC409473,FBpp0072231,RH23043p
EOG8JT1T4,LOC105836654,LOC413946,FBpp0303551,Myocyte-specific enhancer factor 2
EOG8ZPGG1,LOC105836658,LOC551809,FBpp0307426,  
EOG8G4JBM,LOC105838593,LOC412027,FBpp0082388,Histone-lysine N-methyltransferase pr-set7 (2.1.1.43)
EOG8BZPP9,LOC105838589,LOC100578826,FBpp0080237,AT03687p
EOG8BZPP9,LOC105838589,LOC100578826,FBpp0309425,Protein strawberry notch
EOG81ZGZW,LOC105841129,LOC413914,FBpp0289940,"CG13937, isoform H"
EOG834XSV,LOC105837835,LOC412391,FBpp0308223,Transient receptor potential cation channel trpm
EOG8DNGSC,LOC105831441,LOC100576663,FBpp0075425,"39S ribosomal protein L39, mitochondrial"
EOG873RF1,LOC105835592,LOC725234,FBpp0085562,CG33786
EOG873RF1,LOC105835592,LOC725234,FBpp0085563,DNA-directed RNA polymerase subunit
EOG8576VB,LOC105834563,LOC413919,FBpp0084114,RE18250p
EOG8HB07F,LOC105834564,LOC552263,FBpp0303184,Ubiquitin thioesterase OTU1 (3.4.19.12)
EOG8D80SZ,LOC105831198,LOC551137,FBpp0290341,CG41087
EOG8D80SZ,LOC105831198,LOC551137,FBpp0290340,CG40467
EOG87DC2V,LOC105839901,LOC551422,FBpp0305433,"CG9044, isoform C"
EOG87DC2V,LOC105839901,LOC551422,FBpp0084503,CG6074
EOG8ZW711,LOC105838974,LOC726872,FBpp0088027,LDLR chaperone boca
EOG83JDSV,LOC105834522,LOC411693,FBpp0084282,"CG5890, isoform B"
EOG83JDSV,LOC105834522,LOC411693,FBpp0309294,"CG44422, isoform B"
EOG8RR84P,LOC105832024,LOC102654746,FBpp0288412,CG14325
EOG86HHZD,LOC105836244,LOC100577302,FBpp0072215,LD29665p
EOG87M3K5,LOC105836113,LOC409196,FBpp0073600,"CG1640, isoform A"
EOG8W102W,LOC105834374,LOC409369,FBpp0072938,"CG12012, isoform B"
EOG86MD5B,LOC105838213,LOC409370,FBpp0080114,LD29171p
EOG8TQNWT,LOC105835466,LOC409371,FBpp0304907,Intraflagellar transport protein osm-1
EOG8M0GQ2,LOC105829929,LOC724393,FBpp0303323,Osiris 23
EOG8ZPGJP,LOC105832263,LOC724533,FBpp0087094,Small nuclear ribonucleoprotein Sm D3
EOG8BGBGV,LOC105828825,LOC411881,FBpp0088092,CG1845
EOG883FS8,LOC105833714,LOC409250,FBpp0081276,Beta-alanine synthase
EOG8K9D10,LOC105833716,LOC724519,FBpp0079735,Vacuolar protein sorting-associated protein 72 homolog
EOG8D28BJ,LOC105838511,LOC551301,FBpp0074505,FI19922p1
EOG8D28BJ,LOC105838511,LOC551301,FBpp0074506,GH21048p
EOG8D28BJ,LOC105838511,LOC551301,FBpp0081235,CG2616
EOG8XH1N0,LOC105840620,LOC411658,FBpp0308623,"Diskette, isoform C"
EOG8Q5BBV,LOC105828283,LOC552596,FBpp0077675,Peroxisome assembly protein 12
EOG81K10J,LOC105838759,LOC100576968,FBpp0074523,Moesin/ezrin/radixin homolog 2
EOG8VMH3F,LOC105834505,LOC409150,FBpp0086770,"CG6543, isoform A"
EOG8B2VK1,LOC105840383,LOC411698,FBpp0079119,"CG7149, isoform A"
EOG8B2VK1,LOC105840383,LOC411698,FBpp0080790,SD02518p
EOG8F4V0T,LOC105836714,LOC409836,FBpp0291391,Rho GTPase-activating protein 100F
EOG8D289Z,LOC105836723,LOC413252,FBpp0073872,GM14873p
EOG8D289Z,LOC105836723,LOC102656322,FBpp0073872,GM14873p
EOG870W5G,LOC105836724,LOC413253,FBpp0082929,CG5823
EOG8G1P50,LOC105836717,Twi,FBpp0071864,Protein twist
EOG8BRZ74,LOC105836726,LOC726359,FBpp0079708,Protein SMG8
EOG8K9D18,LOC105835818,LOC413275,FBpp0086048,Cytoplasmic phosphatidylinositol transfer protein 1
EOG802ZDX,LOC105834811,LOC412439,FBpp0300789,PDF receptor
EOG802ZDX,LOC105839725,LOC412439,FBpp0300789,PDF receptor
EOG8DZ3G3,LOC105839238,LOC413556,FBpp0085220,CG2187
EOG8DZ3G3,LOC105839238,LOC413556,FBpp0071015,RH60839p
EOG8DZ3G3,LOC105839238,LOC413556,FBpp0079253,GH19970p
EOG8DZ3G3,LOC105839238,LOC413556,FBpp0085617,CG10444
EOG8DZ3G3,LOC105839238,LOC413556,FBpp0072737,"CG5687, isoform A"
EOG8DZ3G3,LOC105839238,LOC413556,FBpp0081881,RE09178p
EOG8DZ3G3,LOC105839238,LOC413556,FBpp0290137,GH19680p
EOG8DZ3G3,LOC105839238,LOC413556,FBpp0085219,RE18886p
EOG8DZ3G3,LOC105839238,LOC413556,FBpp0291992,"CG31262, isoform D"
EOG8DZ3G3,LOC105839238,LOC413556,FBpp0300178,CG31668
EOG8DZ3G3,LOC105839238,LOC413556,FBpp0073268,Na(+)-dependent multivitamin transporter
EOG8DZ3G3,LOC105839238,LOC413556,FBpp0300177,CG33124
EOG8DZ3G3,LOC105839238,LOC413556,FBpp0288579,"CG42235, isoform B"
EOG89W42C,LOC105837805,LOC409969,FBpp0080828,tRNA-dihydrouridine(47) synthase [NAD(P)(+)] (1.3.1.-)
EOG80P5V3,LOC105829196,LOC413029,FBpp0083057,"Frayed, isoform A"
EOG87M3KZ,LOC105836748,LOC552631,FBpp0084386,CG14238
EOG88SJFX,LOC105839668,LOC724932,FBpp0072071,GH22974p
EOG8GMWKH,LOC105836468,LOC552555,FBpp0071049,LD34211p
EOG822C6X,LOC105829198,LOC551029,FBpp0080103,"CG9293, isoform B"
EOG83N91S,LOC105829197,LOC102655877,FBpp0087807,"Beta-1,3-galactosyltransferase II"
EOG8J3Z4F,LOC105836260,LOC411974,FBpp0086469,eIF2B-gamma
EOG8XSNBT,LOC105836261,LOC102655836,FBpp0078961,"CG9596, isoform B"
EOG80ZSKX,LOC105836234,LOC409026,FBpp0084133,Transmembrane emp24 domain-containing protein bai
EOG82BZW9,LOC105838023,LOC552358,FBpp0311204,CG33087
EOG82BZW9,LOC105838023,LOC552358,FBpp0291363,"Megalin, isoform A"
EOG883FRN,LOC105832664,LOC412115,FBpp0302990,CG3615
EOG83BP9R,LOC105837841,LOC725967,FBpp0079809,CG6287
EOG8BRZ6N,LOC105828753,LOC408957,FBpp0085272,"CG2225, isoform B"
EOG8H73ZM,LOC105839950,LOC411240,FBpp0080211,LD41558p
EOG8FR2CN,LOC105829481,LOC411775,FBpp0084351,"Exo84, isoform B"
EOG8BGBJ4,LOC105834955,LOC411774,FBpp0070335,Protein SMG9
EOG8JT1VD,LOC105834956,LOC409197,FBpp0080256,Protein Dr1
EOG82Z6BP,LOC105835494,LOC410018,FBpp0074848,Protein I'm not dead yet
EOG82Z6BP,LOC105835494,LOC410018,FBpp0290914,"CG33934, isoform E"
EOG82Z6BP,LOC105835494,LOC410018,FBpp0099666,Protein I'm not dead yet 2
EOG8BRZ76,LOC105833366,LOC410018,FBpp0079348,LP06731p
EOG805TPK,LOC105839090,LOC410017,FBpp0072703,Protein OPI10 homolog
EOG8V18N2,LOC105831889,LOC413663,FBpp0111901,"CG3632, isoform F"
EOG8322M3,LOC105828282,LOC725483,FBpp0311196,Gustatory receptor for sugar taste 43a
EOG8CG1ZJ,LOC105836315,LOC551833,FBpp0073312,PTIP associated 1
EOG8JHF36,LOC105831350,LOC551780,FBpp0070642,  
EOG8X6DXT,LOC105836109,LOC100578337,FBpp0303789,"CG16879, isoform B"
EOG8CC5P3,LOC105839275,LOC408958,FBpp0294008,CG17341
EOG80VX9M,LOC105828809,LOC726586,FBpp0085616,CG9143
EOG8X994K,LOC105829109,LOC551090,FBpp0079833,Conserved oligomeric Golgi complex subunit 8
EOG8MPKB3,LOC105829107,LOC726636,FBpp0077577,WD repeat-containing and planar cell polarity effector protein fritz
EOG88D2GD,LOC105829472,LOC726537,FBpp0087865,LD15481p
EOG8ZPGG2,LOC105829471,LOC551462,FBpp0087082,Pds5
EOG8VQCC8,LOC105839305,LOC726013,FBpp0083371,40S ribosomal protein S20
EOG8PRVCG,LOC105839312,LOC726500,FBpp0074075,Eukaryotic translation initiation factor 2 subunit 1
EOG8GQRS2,LOC105833571,LOC726482,FBpp0086664,Ubiquitin carboxyl-terminal hydrolase (3.4.19.12)
EOG880KHX,LOC105833550,LOC409089,FBpp0086703,CG8394
EOG8DZ3GB,LOC105834517,LOC726952,FBpp0304832,"Edem1, isoform E"
EOG80P5TN,LOC105833321,LOC551885,FBpp0085459,  
EOG84F7XG,LOC105832177,LOC414009,FBpp0085181,LD23072p
EOG8X0PFF,LOC105828942,LOC410142,FBpp0304571,RILP-like protein homolog
EOG8X0PFF,LOC105832178,LOC410142,FBpp0304571,RILP-like protein homolog
EOG89W426,LOC105832406,LOC412284,FBpp0271738,UPF0518 protein CG3558
EOG8ZW6XZ,LOC105835072,LOC413185,FBpp0087006,CG17739
EOG8ZW6XZ,LOC105835072,LOC413185,FBpp0087008,CG30046
EOG8ZW6XZ,LOC105835072,LOC413185,FBpp0271811,CG30203
EOG8ZW6XZ,LOC105830497,LOC413185,FBpp0087006,CG17739
EOG8ZW6XZ,LOC105830497,LOC413185,FBpp0087008,CG30046
EOG8ZW6XZ,LOC105830497,LOC413185,FBpp0271811,CG30203
EOG8VDRMP,LOC105835081,LOC413184,FBpp0086387,CG8435
EOG81VMQ7,LOC105830325,LOC413183,FBpp0289620,Cyclin D
EOG8Z0CSG,LOC105829468,LOC412128,FBpp0072619,"CG7852, isoform C"
EOG8NGJ8W,LOC105829470,LOC726673,FBpp0072134,CG4882
EOG87H7BN,LOC105840121,LOC551226,FBpp0081650,CG3909
EOG88KSXX,LOC105837282,LOC552177,FBpp0084720,Adenomatous polyposis coli
EOG88KSXX,LOC105837282,LOC552177,FBpp0083937,LD24920p
EOG8B5QTM,LOC105840287,LOC102655603,FBpp0073441,RE49489p
EOG8J12W9,LOC105835033,LOC727480,FBpp0071478,CDK5RAP3-like protein
EOG883FSV,LOC105838097,LOC552242,FBpp0112217,CG14507
EOG8G4JBS,LOC105835267,LOC413620,FBpp0303757,"CG3655, isoform C"
EOG876MMF,LOC105835269,LOC551834,FBpp0070284,Large subunit GTPase 1 homolog (3.6.1.-)
EOG8961CW,LOC105840184,LOC413618,FBpp0078362,"CG1109, isoform A"
EOG8THXF1,LOC105836254,LOC724176,FBpp0311199,CG34231
EOG8Q2G2F,LOC105832971,LOC412200,FBpp0079914,RH56418p
EOG8Q2G2F,LOC105832971,LOC726911,FBpp0079914,RH56418p
EOG83XWSD,LOC105832973,LOC411629,FBpp0073680,GM01964p
EOG83XWSD,LOC105832973,LOC411629,FBpp0085418,"D4, isoform C"
EOG8JHF3T,LOC105832974,LOC413740,FBpp0075964,"CG6279, isoform B"
EOG8RBS6B,LOC105830758,LOC409628,FBpp0085007,Neutral ceramidase (3.5.1.23)
EOG8RBS6B,LOC105833238,LOC409628,FBpp0085007,Neutral ceramidase (3.5.1.23)
EOG8F4TXT,LOC105830550,LOC551514,FBpp0076693,Serine protease nudel (3.4.21.-)
EOG8Q2G3T,LOC105835388,LOC409633,FBpp0079092,"CG5160, isoform A"
EOG8GTN2T,LOC105835390,LOC724750,FBpp0289334,RE66462p
EOG8P2RPH,LOC105834142,LOC724819,FBpp0087680,FI09619p
EOG84QVMP,LOC105835461,LOC411245,FBpp0077762,LD20667p
EOG80CK3W,LOC105837599,LOC408959,FBpp0292144,"CG34349, isoform B"
EOG8RV4CS,LOC105837603,LOC408960,FBpp0303578,Protein slit
EOG8PK3VM,LOC105836750,LOC411248,FBpp0305769,"Axotactin, isoform D"
EOG8D54JT,LOC105828476,LOC100577288,FBpp0073439,"CG10347, isoform A"
EOG8X6DW7,LOC105830441,LOC411249,FBpp0070639,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 (2.1.1.57)
EOG805TNF,LOC105838782,LOC100577408,FBpp0079171,LP15633p
EOG8KM0QH,LOC105828929,LOC411252,FBpp0078310,"CG2017, isoform B"
EOG8ZKM95,LOC105828821,LOC411991,FBpp0073924,RH22885p
EOG89354N,LOC105829368,LOC408961,FBpp0088252,Apolipophorins
EOG8X6DWK,LOC105829370,LOC100577600,FBpp0087128,GH16255p
EOG8NZWFH,LOC105837883,LOC411253,FBpp0077156,DSR-CI protein
EOG8NZWFH,LOC105837883,LOC411253,FBpp0077155,SR-CIII
EOG8NZWFH,LOC105837883,LOC411253,FBpp0087112,"Scavenger receptor class C, type II"
EOG8NZWFH,LOC105837883,LOC411253,FBpp0077249,SR-CIV
EOG8KPVZZ,LOC105839432,LOC100577724,FBpp0081128,CG10068
EOG86Q8FD,LOC105839433,LOC411255,FBpp0084135,"CG11790, isoform B"
EOG8B2VHZ,LOC105833261,LOC725870,FBpp0305379,"CG42346, isoform C"
EOG8R25H9,LOC105836668,LOC411260,FBpp0070280,EG:80H7.4 protein
EOG8XPS37,LOC105836664,LOC411261,FBpp0076998,Molybdenum cofactor sulfurase (2.8.1.9)
EOG8Q2G2C,LOC105838591,LOC411262,FBpp0303735,"CG3711, isoform D"
EOG8QNPHZ,LOC105838590,LOC408963,FBpp0291854,"CG42674, isoform D"
EOG8QNPHZ,LOC105838590,LOC727464,FBpp0291854,"CG42674, isoform D"
EOG8M674G,LOC105834853,LOC411264,FBpp0297168,"Spineless, isoform B"
EOG8GF536,LOC105835263,LOC724864,FBpp0087858,CG8713
EOG8HHQRH,LOC105835157,LOC724708,FBpp0072778,"39S ribosomal protein L23, mitochondrial"
EOG8GJ191,LOC105838162,LOC724571,FBpp0271904,Guanylate cyclase (4.6.1.2)
EOG8J6TC9,LOC105838164,LOC413103,FBpp0072874,Cysteine and histidine-rich protein 1 homolog
EOG88KSZS,LOC105838163,LOC409769,FBpp0072104,"CG3907, isoform A"
EOG87WQ9M,LOC105835048,LOC411732,FBpp0074044,"CG4239, isoform A"
EOG8NCP18,LOC105835049,LOC411915,FBpp0083965,Mitogen-activated protein kinase 14A (2.7.11.24)
EOG8NCP18,LOC105835049,LOC411915,FBpp0080111,Mitogen-activated protein kinase 14B (2.7.11.24)
EOG8GF52W,LOC105835051,LOC409264,FBpp0088029,ATPase ASNA1 homolog (3.6.-.-)
EOG81G4R8,LOC105835052,LOC411266,FBpp0079578,Nicalin
EOG88968B,LOC105834518,LOC411265,FBpp0071263,AT26187p
EOG88968B,LOC105834518,LOC411265,FBpp0071262,CXXC-type zinc finger protein 1
EOG84J44W,LOC105831941,LOC551261,FBpp0293013,"Plasma membrane calcium ATPase, isoform P"
EOG8HX6MT,LOC105835225,LOC724933,FBpp0082608,CG18522
EOG8HX6MT,LOC105835225,LOC724933,FBpp0311435,"CG18519, isoform B"
EOG8HX6MT,LOC105835225,LOC724933,FBpp0082605,GH20168p
EOG8HX6MT,LOC105835225,LOC724933,FBpp0082604,CG18516
EOG8HX6MT,LOC105835087,LOC724933,FBpp0082608,CG18522
EOG8HX6MT,LOC105835087,LOC724933,FBpp0311435,"CG18519, isoform B"
EOG8HX6MT,LOC105835087,LOC724933,FBpp0082605,GH20168p
EOG8HX6MT,LOC105835087,LOC724933,FBpp0082604,CG18516
EOG8HX6MT,LOC105828701,LOC724933,FBpp0082608,CG18522
EOG8HX6MT,LOC105828701,LOC724933,FBpp0311435,"CG18519, isoform B"
EOG8HX6MT,LOC105828701,LOC724933,FBpp0082605,GH20168p
EOG8HX6MT,LOC105828701,LOC724933,FBpp0082604,CG18516
EOG8HX6MT,LOC105828703,LOC724933,FBpp0082608,CG18522
EOG8HX6MT,LOC105828703,LOC724933,FBpp0311435,"CG18519, isoform B"
EOG8HX6MT,LOC105828703,LOC724933,FBpp0082605,GH20168p
EOG8HX6MT,LOC105828703,LOC724933,FBpp0082604,CG18516
EOG8HX6MT,LOC105828704,LOC724933,FBpp0082608,CG18522
EOG8HX6MT,LOC105828704,LOC724933,FBpp0311435,"CG18519, isoform B"
EOG8HX6MT,LOC105828704,LOC724933,FBpp0082605,GH20168p
EOG8HX6MT,LOC105828704,LOC724933,FBpp0082604,CG18516
EOG80K9M7,LOC105840742,LOC409435,FBpp0291394,Phosphatidylinositol-binding clathrin assembly protein LAP
EOG8JDJWV,LOC105838300,LOC100576515,FBpp0081362,Protein KRTCAP2 homolog
EOG8CVHVP,LOC105838298,LOC412323,FBpp0072054,SD03319p
EOG8XWHM0,LOC105829332,LOC409538,FBpp0084830,CG7582
EOG88SJHG,LOC105837537,LOC725312,FBpp0070672,"Dynein light chain 1, cytoplasmic"
EOG88SJHG,LOC105837537,LOC725312,FBpp0077590,"Dynein light chain 2, cytoplasmic"
EOG8W6QHP,LOC105835079,LOC409341,FBpp0087972,CathD
EOG8W6QHP,LOC105835079,LOC409341,FBpp0086615,CG10104
EOG81G4SR,LOC105835080,LOC412082,FBpp0081028,"CG9249, isoform B"
EOG8M3BWG,LOC105839388,LOC725518,FBpp0071350,LD18775p
EOG8ZGR0X,LOC105838492,LOC411448,FBpp0075763,CG14130
EOG8JWX36,LOC105838431,LOC409064,FBpp0087900,Sugar transporter SWEET1
EOG8D54KF,LOC105838684,LOC409065,FBpp0088567,TAR-binding protein
EOG8D54KF,LOC105838684,LOC409065,FBpp0075370,AT09813p
EOG8XH1M3,LOC105830944,LOC552495,FBpp0074564,"Pmp70, isoform C"
EOG8CVHVV,LOC105832390,LOC409273,FBpp0071432,"CG32676, isoform A"
EOG8NCP0J,LOC105832395,LOC409303,FBpp0080686,LD11955p
EOG8M0GP0,LOC105839328,LOC100577746,FBpp0086167,"CG8963, isoform A"
EOG8NKDGM,LOC105834461,LOC550929,FBpp0070918,FI19430p1
EOG8SXQ0D,LOC105834055,LOC100577587,FBpp0110088,EG:118B3.2 protein
EOG8M674Z,LOC105834057,LOC412350,FBpp0078414,Histone deacetylase (3.5.1.98)
EOG83BP9Q,LOC105834952,LOC725679,FBpp0308820,EG:132E8.1 protein
EOG83BP9Q,LOC105834952,LOC725679,FBpp0303712,Protein sex-lethal
EOG8X9943,LOC105840458,LOC551401,FBpp0081045,CG8665
EOG8S4R3N,LOC105840459,LOC411392,FBpp0081475,CG18005
EOG8STTSP,LOC105830174,LOC411391,FBpp0085660,Thioredoxin-related transmembrane protein 2 homolog
EOG8D54JJ,LOC105834240,LOC725837,FBpp0070403,  
